MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2  to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),1° Amine,2° Amine,Amine_Density (g/cm³),Amine_Viscosity (mPa·s),Support_Morphology_Cubic,Support_Morphology_Foam-like,Support_Morphology_Hollow Spheres,Support_Morphology_Irregular,Support_Morphology_Mesoporous Carbon,Support_Morphology_Monolith,Support_Morphology_Nanoparticles,Support_Morphology_Octahedral,Support_Morphology_Spherical,Support_Morphology_Spherical Carbon,Support_Morphology_Tubular Hollow,Amine_structure_Linear
189,54.36,12.41,0.0,0.0,576.0,0.73,3.2,100.0,50.0,30.0,25,2.78,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
600,48.1,11.2,0.0,0.0,234.0,1.17,17.3,0.04,100.0,900.0,25,1.74,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
2372,22.0,3.56,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,25,1.14,0.9090909090909091,0.09090909090909091,1.1,120.0,0,1,0,0,0,0,0,0,0,0,0,0
1020,49.4,11.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,120,2.6,0.403954802259887,0.3135593220338983,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
537,54.3,12.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,1.75,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
305,40.8,9.85,0.0,0.0,1952.0,1.8,3.79,15.0,50.0,60.0,50,1.58,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
537,37.8,8.95,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,75,2.94,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
537,17.2,3.99,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,90,0.92,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,60.0,12.7,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,35,3.66,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
103,34.82,9.15,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,60,1.19,0.6666666666666666,0.3333333333333333,0.95,20.0,1,0,0,0,0,0,0,0,0,0,0,1
2200,47.0,8.44,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,25,1.35,1.0,0.0,1.08,100.0,0,1,0,0,0,0,0,0,0,0,0,1
103,19.12,4.77,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,120,0.35,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
537,54.3,12.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,30,1.75,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
103,9.79,2.72,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,40,0.8,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,17.76,5.35,0.0,0.0,3340.0,2.2,2.63,0.04,90.0,50.0,25,0.06,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,1,0,0,0,0
600,47.01,12.31,0.0,0.0,330.0,1.4,16.6,100.0,60.0,60.0,90,3.69,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
232,83.14,21.6,0.0,0.0,1410.0,8.41,67.1,15.0,50.0,180.0,75,4.9,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
189,30.0,7.92,0.0,0.0,3492.0,2.2,2.52,0.04,90.0,750.0,5,0.51,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,1,0,0,0,1
305,33.36,7.36,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,120,1.67,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,32.5,7.84,0.0,0.0,1952.0,1.8,3.79,15.0,50.0,60.0,50,1.0,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
600,30.0,7.0,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,-20,0.83,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
232,75.79,19.3,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,50,2.01,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
232,75.79,19.3,0.0,0.0,871.0,3.0,18.4,10.0,50.0,180.0,75,0.96,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
189,70.0,11.46,0.75,0.5,272.0,1.54,28.0,100.0,70.0,100.0,40,5.59,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
305,32.5,7.84,0.0,0.0,1525.0,1.92,5.3,15.0,50.0,60.0,50,0.48,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
103,36.93,9.93,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,120,0.86,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
103,19.12,4.77,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,80,0.79,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
6854,50.6,11.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,30,1.37,0.3993993993993994,0.3003003003003003,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
232,79.59,20.4,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,100,3.73,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
600,34.64,5.54,0.07,0.04,201.0,0.45,9.2,0.04,90.0,800.0,30,0.76,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
600,29.11,20.79,0.0,0.0,907.55,1.34,6.54,100.0,60.0,60.0,120,1.33,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
189,70.0,15.16,0.0,0.0,272.0,1.5,27.8,100.0,70.0,120.0,20,3.12,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,100.0,70.0,100.0,40,5.71,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
462,60.0,16.88,0.0,7.69,1380.0,0.65,2.1,0.04,300.0,180.0,25,0.29,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
189,40.0,10.56,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,1.21,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
232,66.67,17.1,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,75,3.18,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
189,70.0,9.34,2.5,0.2,272.0,1.5,27.8,100.0,70.0,120.0,20,4.66,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,78.4,14.16,0.62,0.4,272.0,1.54,28.0,100.0,70.0,100.0,40,5.39,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
305,43.67,10.27,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,60,1.32,0.418013856812933,0.3510392609699769,1.03,200.0,1,0,0,0,0,0,0,0,0,0,0,0
537,49.8,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,75,2.81,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,30.0,7.0,0.0,0.0,729.0,0.94,8.1,0.04,200.0,300.0,-20,1.81,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
146,70.0,19.15,0.0,0.0,1650.0,0.92,1.82,0.04,300.0,180.0,25,0.73,0.5,0.5,0.95,22.0,1,0,0,0,0,0,0,0,0,0,0,1
232,66.67,17.1,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,100,1.6,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
1020,38.43,8.63,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,25,1.27,0.37921348314606745,0.3398876404494382,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,50.0,11.67,0.0,0.0,968.0,0.87,3.6,100.0,30.0,180.0,50,1.36,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,30.98,8.15,0.0,0.0,463.59,1.46,14.86,100.0,60.0,60.0,90,2.32,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
10000,50.0,34.35,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,30,0.55,0.32275132275132273,0.4126984126984127,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,35.23,8.24,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,120,2.07,0.418013856812933,0.3510392609699769,1.03,200.0,1,0,0,0,0,0,0,0,0,0,0,0
103,34.65,9.29,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,80,0.72,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
462,70.0,19.72,0.0,7.69,733.0,0.89,7.01,0.04,300.0,180.0,25,1.14,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
600,29.11,20.79,0.0,0.0,907.55,1.34,6.54,100.0,60.0,60.0,60,2.42,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
350,28.03,4.0,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,25,1.07,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,40.8,9.85,0.0,0.0,1527.0,2.77,10.5,15.0,50.0,60.0,30,0.78,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
103,34.82,9.15,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,120,1.1,0.6666666666666666,0.3333333333333333,0.95,20.0,1,0,0,0,0,0,0,0,0,0,0,1
1020,47.13,10.58,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,30,1.52,0.37921348314606745,0.3398876404494382,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,30.0,7.95,0.0,0.0,967.0,3.0,5.09,0.04,20.0,750.0,30,1.11,0.4,0.6,0.98,15.0,0,0,1,0,0,0,0,0,0,0,0,1
600,50.0,11.67,0.0,0.0,240.0,1.1,18.4,100.0,30.0,180.0,75,2.95,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
305,32.5,7.84,0.0,0.0,1245.0,1.02,3.63,15.0,50.0,60.0,70,0.43,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
305,18.62,4.38,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,40,0.29,0.418013856812933,0.3510392609699769,1.03,200.0,1,0,0,0,0,0,0,0,0,0,0,0
600,58.16,4.17,1.92,0.18,880.0,1.13,5.14,0.04,90.0,800.0,30,0.49,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,18.62,4.38,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,100,0.45,0.418013856812933,0.3510392609699769,1.03,200.0,1,0,0,0,0,0,0,0,0,0,0,0
1020,20.36,4.57,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,30,0.05,0.37921348314606745,0.3398876404494382,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
537,29.9,7.0,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,120,1.64,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,60.8,18.12,0.26,0.0,981.0,1.9,3.3,100.0,50.0,30.0,25,4.53,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
600,45.1,10.5,0.0,0.0,300.0,1.3,17.0,0.04,100.0,1440.0,25,2.36,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,70.0,11.95,0.75,0.16,272.0,1.5,27.8,100.0,70.0,120.0,30,5.14,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
305,10.0,2.33,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,80,0.21,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,19.77,4.44,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,120,0.46,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
537,45.3,10.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,105,3.55,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
331,48.92,10.34,0.0,0.0,452.0,0.54,4.75,100.0,80.0,60.0,35,0.8,0.2857142857142857,0.7142857142857143,0.98,18.0,0,1,0,0,0,0,0,0,0,0,0,1
189,35.0,7.34,0.17,0.0,479.0,2.0,22.5,100.0,50.0,80.0,40,2.39,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,72.36,14.95,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,50,2.99,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
232,81.0,20.7,0.0,0.0,1410.0,8.41,67.1,15.0,50.0,180.0,75,4.22,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
189,47.6,17.11,0.0,0.0,981.0,1.9,3.3,0.04,50.0,30.0,25,2.48,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
305,19.77,4.38,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,0.88,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
537,29.9,7.0,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,105,2.13,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
2200,35.0,6.17,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,25,0.53,1.0,0.0,1.08,100.0,0,1,0,0,0,0,0,0,0,0,0,1
103,45.17,12.34,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,100,0.36,0.6666666666666666,0.3333333333333333,0.95,20.0,1,0,0,0,0,0,0,0,0,0,0,1
103,19.69,4.24,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,120,0.24,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
232,85.99,22.2,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,50,2.93,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,15.0,70.0,100.0,40,5.41,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
305,44.1,10.11,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,60,0.8,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,61.39,14.24,0.0,0.0,447.0,4.52,40.45,10.0,100.0,900.0,30,2.13,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
189,54.36,12.41,0.16,0.0,576.0,0.73,3.2,100.0,50.0,30.0,50,3.24,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
189,50.0,9.53,0.0,0.0,992.0,1.08,4.35,0.04,100.0,180.0,25,1.62,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
553,50.0,6.49,0.0,0.2,562.0,2.31,22.0,100.0,100.0,60.0,75,2.31,0.24213075060532682,0.37046004842615005,1.03,110.0,0,1,0,0,0,0,0,0,0,0,0,1
600,48.2,11.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,2.44,0.4463414634146342,0.30975609756097566,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
103,19.69,5.27,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,40,1.03,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
305,50.16,11.86,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,2.85,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,49.68,13.14,0.0,0.0,452.0,0.54,4.75,100.0,80.0,60.0,25,4.4,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,44.44,9.62,0.0,0.0,880.0,1.13,5.14,0.04,90.0,800.0,30,0.49,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
103,36.93,9.93,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,60,1.59,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
232,66.67,17.1,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,50,2.7,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
600,36.79,10.43,0.0,0.0,3340.0,2.2,2.63,0.04,90.0,50.0,25,1.15,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,1,0,0,0,0
600,50.0,11.67,0.0,0.0,621.0,1.21,7.8,100.0,30.0,180.0,75,2.38,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,1,0
600,29.8,6.93,0.0,0.0,234.0,1.17,17.3,0.04,100.0,900.0,25,1.03,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
15000,50.0,8.77,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,160,1.76,1.0,0.0,1.08,100.0,0,0,0,0,0,0,0,0,0,0,0,1
305,40.8,9.85,0.0,0.0,1525.0,1.92,5.3,15.0,50.0,60.0,50,0.51,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
600,60.0,14.0,0.0,0.0,756.0,1.95,10.3,100.0,30.0,180.0,75,4.37,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,1,0
15000,50.0,8.77,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,50,0.19,1.0,0.0,1.08,100.0,0,0,0,0,0,0,0,0,0,0,0,1
600,50.0,11.67,0.0,0.0,237.0,1.38,23.3,100.0,30.0,180.0,75,3.97,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
537,10.0,2.34,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,60,0.43,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
305,32.5,7.84,0.0,0.0,1245.0,1.02,3.63,15.0,50.0,60.0,50,0.72,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
600,48.2,11.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,30,2.58,0.4463414634146342,0.30975609756097566,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
423,50.0,10.64,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,100,2.26,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
462,50.0,14.08,0.0,7.69,733.0,0.89,7.01,0.04,300.0,180.0,25,0.81,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
6854,50.6,11.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,105,3.03,0.3993993993993994,0.3003003003003003,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,39.29,10.39,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,25,2.15,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
600,50.0,11.67,0.0,0.0,756.0,1.95,10.3,100.0,30.0,180.0,100,2.95,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,1,0
10000,50.4,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,1.32,0.38663484486873506,0.37470167064439136,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,60.0,14.0,0.0,0.0,968.0,0.87,3.6,100.0,30.0,180.0,75,2.75,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,21.9,5.28,0.0,0.0,1952.0,1.8,3.79,15.0,50.0,60.0,70,0.53,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
189,44.28,12.41,0.0,0.0,576.0,0.73,3.2,100.0,50.0,30.0,50,2.78,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
189,54.36,12.41,0.16,0.0,576.0,0.73,3.2,15.0,50.0,30.0,75,2.6,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
600,50.0,11.67,0.0,0.0,643.0,1.14,7.12,0.04,100.0,350.0,45,1.59,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,35.0,7.17,0.0,0.0,479.0,2.0,22.5,100.0,50.0,80.0,40,2.4,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,50.0,11.67,0.0,0.0,643.0,1.14,7.12,0.04,100.0,350.0,75,0.32,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
10000,50.0,11.67,0.0,0.0,256.0,1.05,16.5,100.0,30.0,180.0,75,1.66,0.32275132275132273,0.4126984126984127,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
600,60.63,4.26,0.88,0.67,231.0,1.06,16.9,0.04,90.0,800.0,30,0.88,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
350,37.5,9.1,0.0,0.0,817.0,1.1,5.71,10.0,50.0,600.0,75,0.98,0.4552058111380145,0.3026634382566586,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
537,49.2,10.99,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,25,1.39,0.39887640449438205,0.3202247191011236,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
10000,50.0,34.35,0.0,0.0,950.0,1.31,8.01,100.0,100.0,50.0,90,2.39,0.32275132275132273,0.4126984126984127,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
537,50.0,9.14,0.0,0.0,562.0,2.31,22.0,100.0,100.0,60.0,75,2.97,0.3496503496503497,0.3496503496503497,1.03,200.0,0,1,0,0,0,0,0,0,0,0,0,0
189,75.0,11.54,0.88,0.66,272.0,1.54,28.0,100.0,70.0,100.0,40,5.02,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,70.0,12.23,1.0,0.47,272.0,1.54,28.0,100.0,70.0,100.0,40,5.34,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,37.37,11.14,1.15,0.0,981.0,1.9,3.3,100.0,50.0,30.0,50,1.73,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
189,75.0,11.86,1.14,0.64,272.0,1.54,28.0,100.0,70.0,100.0,40,4.65,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
305,19.51,4.29,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,120,0.3,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,47.35,33.81,0.0,0.0,907.55,1.34,6.54,100.0,60.0,60.0,90,2.5,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
537,29.9,7.0,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,90,2.33,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
462,60.0,16.88,0.0,7.69,1650.0,0.92,1.82,0.04,300.0,180.0,25,0.29,0.0,1.0,1.02,150.0,1,0,0,0,0,0,0,0,0,0,0,1
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,100.0,70.0,100.0,60,5.25,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,50.0,7.67,2.0,0.84,935.0,1.45,6.2,0.04,100.0,300.0,25,1.38,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
600,39.1,10.97,0.0,0.0,3340.0,2.2,2.63,0.04,90.0,50.0,25,1.06,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,1,0,0,0,0
189,70.0,7.81,6.0,0.24,272.0,1.5,27.8,100.0,70.0,120.0,40,4.2,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,50.0,10.58,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,3.57,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
189,55.0,9.5,0.57,0.4,272.0,1.54,28.0,100.0,70.0,100.0,40,4.44,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,60.0,12.7,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,105,4.19,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
146,70.0,19.15,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,1.92,0.5,0.5,0.95,22.0,0,0,0,0,0,0,0,0,0,0,0,1
189,70.0,15.16,0.0,0.0,272.0,1.5,27.8,100.0,70.0,120.0,60,5.03,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,15.0,70.0,100.0,30,4.97,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
537,49.8,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,105,3.47,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,44.28,12.41,0.0,0.0,576.0,0.73,3.2,15.0,50.0,30.0,75,2.46,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
